Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
OQ69520,Arizona,7903.993374,No,Basic,Master,2/3/11,Employed,F,35406,Rural,Divorced,69,13,15,4,2,Corporate Auto,Corporate L3,Offer1,Agent,67.504452,Four-Door Car,Small,A
SF13677,California,2843.149061,No,Extended,High School or Below,2/4/11,Unemployed,M,0,Suburban,Single,81,23,60,0,1,Personal Auto,Personal L3,Offer1,Call Center,583.2,Four-Door Car,Large,nan
PY79729,Oregon,2786.661219,No,Basic,High School or Below,1/3/11,Employed,F,94310,Suburban,Divorced,70,1,76,4,1,Corporate Auto,Corporate L3,Offer4,Agent,430.769347,Four-Door Car,Small,nan
HT96569,Oregon,2656.99458,No,Basic,Bachelor,2/23/11,Employed,M,57117,Suburban,Married,67,6,29,0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,Small,A
TA77711,Oregon,8667.090494,No,Basic,College,1/9/11,Employed,M,31354,Suburban,Married,109,11,23,0,9,Personal Auto,Personal L3,Offer3,Branch,527.759702,SUV,Small,A
RK59543,California,5595.389905,Yes,Basic,High School or Below,2/5/11,Employed,F,74454,Suburban,Single,71,25,29,0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize,nan
OJ33945,Oregon,8692.636838,No,Basic,High School or Below,1/8/11,Employed,F,97768,Rural,Divorced,72,22,14,0,2,Personal Auto,Personal L1,Offer3,Agent,151.843731,Two-Door Car,Medsize,nan
EJ77557,California,7294.5816,No,Extended,High School or Below,2/7/11,Employed,M,76407,Suburban,Married,91,22,85,0,9,Personal Auto,Personal L2,Offer1,Agent,436.8,Four-Door Car,Medsize,nan
TW62773,Washington,6969.880958,No,Extended,High School or Below,2/14/11,Disabled,F,27604,Suburban,Married,92,20,45,1,9,Corporate Auto,Corporate L3,Offer2,Agent,441.6,Two-Door Car,Medsize,A
FF77476,California,2397.036098,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Corporate Auto,Corporate L3,Offer1,Branch,572.072106,Four-Door Car,Medsize,nan
HZ39601,California,13447.37157,No,Extended,College,2/21/11,Retired,F,26708,Suburban,Divorced,122,10,24,0,2,Personal Auto,Personal L2,Offer2,Call Center,585.6,SUV,Medsize,nan
UN38117,California,2713.560376,No,Basic,College,1/16/11,Unemployed,F,0,Urban,Married,74,35,77,0,1,Personal Auto,Personal L3,Offer4,Call Center,299.635989,Four-Door Car,Medsize,nan
KA61892,Arizona,3873.647046,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize,nan
RS85283,Oregon,21776.5819,No,Premium,Bachelor,1/16/11,Employed,M,56044,Suburban,Married,182,27,32,0,2,Personal Auto,Personal L3,Offer1,Agent,952.849701,SUV,Small,nan
BL66157,,3979.718986,,Extended,Bachelor,2/11/11,Employed,F,96413,Suburban,Married,99,3,78,0,1,Personal Auto,Personal L2,Offer3,Web,560.045764,Four-Door Car,Small,nan
ZQ51896,Oregon,21159.30151,No,Basic,College,1/22/11,Unemployed,M,0,Suburban,Single,108,15,17,0,2,Special Auto,Special L1,Offer4,Web,777.6,SUV,Large,A
WO70078,Oregon,7486.068405,No,Extended,Bachelor,1/3/11,Employed,F,97899,Rural,Divorced,95,29,73,3,7,Personal Auto,Personal L3,Offer1,Branch,3.772105,Four-Door Car,Medsize,nan
BN13780,California,18065.27192,No,Extended,Bachelor,2/23/11,Unemployed,F,0,Suburban,Married,234,11,26,0,7,Personal Auto,Personal L3,Offer1,Agent,1135.141469,Luxury SUV,Medsize,nan
KR48903,Washington,2504.907557,No,Basic,High School or Below,2/27/11,Employed,M,88264,Suburban,Married,62,8,34,0,1,Personal Auto,Personal L3,Offer1,Branch,297.6,Two-Door Car,Medsize,A
AT93647,,2605.570828,,Basic,College,1/5/11,Employed,F,60252,Urban,Married,65,10,8,0,1,Personal Auto,Personal L2,Offer4,Agent,182.436205,Four-Door Car,Medsize,A
DF95759,Oregon,9492.342964,No,Extended,College,1/15/11,Unemployed,M,0,Suburban,Married,132,9,85,0,6,Personal Auto,Personal L3,Offer2,Agent,633.6,SUV,Medsize,nan
XU76821,California,20380.06652,No,Basic,College,2/3/11,Employed,F,33175,Rural,Single,66,31,76,0,2,Corporate Auto,Corporate L3,Offer3,Agent,84.520776,Two-Door Car,Medsize,nan
UC34044,California,2591.749798,No,Basic,College,1/27/11,Employed,F,56701,Suburban,Married,65,34,36,0,1,Personal Auto,Personal L1,Offer4,Web,333.441673,Four-Door Car,Small,A
NE57101,Oregon,4244.470352,No,Basic,College,2/21/11,Employed,M,34220,Suburban,Married,109,23,71,1,1,Corporate Auto,Corporate L3,Offer2,Branch,523.2,SUV,Medsize,nan
SC78905,Oregon,2237.347771,No,Basic,College,2/4/11,Unemployed,F,0,Suburban,Married,61,19,44,0,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small,A
PP36346,Nevada,3708.811428,No,Extended,High School or Below,1/27/11,Disabled,F,23393,Suburban,Married,95,26,37,0,1,Corporate Auto,Corporate L1,Offer2,Branch,456,,,A
EG16813,Arizona,5515.246935,No,Basic,College,2/8/11,Employed,F,75963,Rural,Divorced,69,4,23,0,7,Corporate Auto,Corporate L3,Offer3,Branch,102.147789,Two-Door Car,Medsize,nan
YL78930,Oregon,3794.964613,No,Premium,College,2/22/11,Retired,M,19794,Suburban,Married,105,1,78,0,1,Personal Auto,Personal L1,Offer4,Call Center,504,Four-Door Car,Medsize,A
UR49989,Oregon,2725.192659,No,Basic,Bachelor,1/27/11,Employed,F,81605,Suburban,Married,67,7,74,0,1,Personal Auto,Personal L3,Offer2,Agent,424.219182,Two-Door Car,Medsize,nan
IE15348,Washington,4067.004737,No,Basic,High School or Below,1/9/11,Employed,F,28466,Urban,Married,102,33,91,0,1,Personal Auto,Personal L3,Offer3,Agent,371.802628,SUV,Medsize,A
QT25383,Nevada,6364.902164,No,Extended,High School or Below,1/18/11,Employed,M,41986,Suburban,Single,84,25,31,2,5,Personal Auto,Personal L3,Offer1,Branch,430.375049,Two-Door Car,Small,nan
VF65535,California,42937.34691,No,Extended,College,1/18/11,Employed,F,64937,Urban,Single,122,27,43,0,2,Corporate Auto,Corporate L2,Offer3,Agent,328.82872,SUV,Medsize,nan
YM98727,California,12981.52926,No,Premium,High School or Below,1/27/11,Employed,F,39843,Suburban,Married,109,5,97,1,2,Personal Auto,Personal L2,Offer1,Agent,523.2,Four-Door Car,Small,nan
SM52139,Washington,2930.693543,No,Basic,College,1/31/11,Employed,M,33663,Suburban,Married,73,29,71,0,1,Personal Auto,Personal L3,Offer3,Web,350.4,Four-Door Car,Medsize,nan
OX24868,California,6021.842473,No,Premium,High School or Below,2/25/11,Unemployed,F,0,Suburban,Single,168,,46,,1,Personal Auto,Personal L3,Offer1,Agent,1476.670903,SUV,Medsize,A
LT32391,California,11981.98481,Yes,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62,0,59,0,2,Personal Auto,Personal L3,Offer1,Agent,257.248789,Two-Door Car,Medsize,nan
ZR88383,Nevada,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L1,Offer1,Agent,321.6,Four-Door Car,Medsize,A
XI52305,California,4984.618655,Yes,Basic,Bachelor,1/11/11,Employed,M,86305,Rural,Married,62,,99,,5,Personal Auto,Personal L3,Offer2,Call Center,80.73124,Four-Door Car,Medsize,nan
FB55024,Oregon,3286.171949,No,Extended,High School or Below,2/7/11,Employed,F,60934,Suburban,Married,82,,64,,1,Personal Auto,Personal L3,Offer2,Call Center,393.6,Two-Door Car,Large,nan
TO37423,Oregon,17569.15979,No,Basic,College,2/18/11,Employed,M,41463,Suburban,Married,74,2,78,0,2,Special Auto,Special L3,Offer2,Web,355.2,Four-Door Car,Medsize,A
RA87395,California,8356.181097,No,Basic,Bachelor,1/13/11,Unemployed,M,0,Rural,Married,118,,29,,7,Personal Auto,Personal L3,Offer1,Agent,153.176419,SUV,Medsize,nan
UJ31096,Oregon,5340.535477,No,Basic,High School or Below,2/11/11,Employed,F,58493,Suburban,Married,67,13,53,0,4,Personal Auto,Personal L1,Offer3,Agent,321.6,Four-Door Car,Large,nan
JE19783,Arizona,6388.21126,No,Extended,Bachelor,1/6/11,Employed,M,26436,Suburban,Divorced,83,0,10,0,5,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small,A
YW43854,Washington,6944.739992,No,Basic,High School or Below,1/3/11,Unemployed,M,0,Suburban,Single,68,24,31,0,2,Personal Auto,Personal L1,Offer1,Branch,489.6,Four-Door Car,Medsize,nan
TW53467,California,4566.377261,No,Basic,Bachelor,1/12/11,Unemployed,M,0,Suburban,Single,66,27,28,0,3,Personal Auto,Personal L1,Offer3,Agent,475.2,,,A
AW77988,Oregon,35850.59935,No,Basic,High School or Below,1/6/11,Disabled,M,17588,Suburban,Single,192,24,92,0,2,Personal Auto,Personal L1,Offer1,Web,1382.4,Luxury Car,Medsize,A
LO48126,Oregon,2467.129805,No,Basic,High School or Below,1/17/11,Employed,F,23845,Suburban,Married,61,33,34,0,1,Personal Auto,Personal L3,Offer2,Call Center,292.8,Four-Door Car,Large,A
ZS88847,Oregon,2387.60606,No,Basic,Bachelor,2/20/11,Disabled,F,27592,Suburban,Married,62,6,29,0,1,Personal Auto,Personal L3,Offer1,Branch,297.6,Four-Door Car,Large,A
AL96740,California,2903.939763,No,Basic,College,1/12/11,Employed,F,67763,Rural,Married,73,17,69,1,1,Personal Auto,Personal L3,Offer1,Agent,59.861963,Four-Door Car,Medsize,nan
ZH55575,California,5217.513287,Yes,Basic,Bachelor,2/17/11,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Corporate Auto,Corporate L3,Offer2,Web,261.930545,Two-Door Car,Medsize,nan
WC26700,California,7495.676658,No,Premium,Bachelor,2/21/11,Unemployed,F,0,Suburban,Single,106,23,45,0,5,Corporate Auto,Corporate L2,Offer1,Branch,763.2,Four-Door Car,Medsize,A
IS30186,California,6186.497831,No,Extended,College,1/31/11,Employed,F,88375,Rural,Divorced,77,23,11,0,3,Personal Auto,Personal L2,Offer2,Agent,0.42331,,,A
RO70057,Nevada,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L1,Offer2,Branch,398.4,Two-Door Car,Small,nan
QS76805,Arizona,8012.917253,No,Basic,High School or Below,2/8/11,Unemployed,M,0,Suburban,Married,107,17,39,0,5,Corporate Auto,Corporate L2,Offer1,Branch,513.6,SUV,Medsize,nan
QW21219,California,16468.22079,Yes,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Corporate Auto,Corporate L1,Offer2,Agent,685.12694,Four-Door Car,Medsize,nan
XB32430,,5717.743109,,Basic,Bachelor,1/23/11,Employed,M,68342,Rural,Married,72,33,39,0,5,Personal Auto,Personal L2,Offer4,Branch,148.738098,Four-Door Car,Medsize,A
HT64629,Washington,12234.36232,No,Basic,High School or Below,2/28/11,Unemployed,F,0,Suburban,Single,117,,68,,2,Personal Auto,Personal L2,Offer2,Branch,930.594707,SUV,Medsize,A
OU40102,Oregon,6503.397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Special Auto,Special L1,Offer1,Agent,451.670309,Two-Door Car,Small,A
FF75737,Oregon,8334.317162,No,Basic,High School or Below,2/24/11,Employed,F,49851,Suburban,Divorced,69,27,85,1,2,Personal Auto,Personal L3,Offer1,Branch,331.2,Four-Door Car,Small,nan
II20035,Oregon,7451.479991,No,Basic,High School or Below,2/13/11,Medical Leave,F,26239,Suburban,Married,65,11,39,0,2,Personal Auto,Personal L2,Offer2,Web,312,Four-Door Car,Small,nan
AI74959,California,3933.813993,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L3,Offer2,Web,674.973614,SUV,Medsize,A
UN63889,California,2644.983484,No,Basic,Bachelor,2/12/11,Employed,M,90443,Urban,Divorced,66,11,15,0,1,Personal Auto,Personal L3,Offer3,Call Center,235.174197,Two-Door Car,Medsize,nan
IJ52285,Arizona,6135.083838,No,Extended,Master,1/9/11,Employed,F,43579,Suburban,Single,77,12,17,0,8,Personal Auto,Personal L2,Offer1,Agent,452.095421,Two-Door Car,Small,nan
BS94221,Arizona,2354.322179,No,Basic,College,1/11/11,Disabled,F,26184,Suburban,Married,62,1,92,0,1,Special Auto,Special L2,Offer4,Branch,297.6,Two-Door Car,Large,A
MP13698,Oregon,7809.855966,No,Premium,College,1/29/11,Unemployed,F,0,Suburban,Single,111,29,60,0,3,Personal Auto,Personal L1,Offer2,Agent,532.8,Two-Door Car,Medsize,nan
OU43146,Oregon,15415.04407,No,Basic,Bachelor,1/10/11,Employed,M,89464,Suburban,Married,194,17,40,1,3,Personal Auto,Personal L3,Offer2,Agent,1067.291208,Luxury SUV,Medsize,nan
FZ73016,California,4513.435299,No,Basic,Bachelor,2/9/11,Employed,F,34558,Urban,Married,113,32,24,0,1,Personal Auto,Personal L3,Offer1,Call Center,376.529086,SUV,Medsize,A
TO87218,California,7413.386729,No,Basic,High School or Below,2/25/11,Unemployed,F,0,Suburban,Single,106,7,44,0,4,Personal Auto,Personal L2,Offer1,Web,508.8,Sports Car,Medsize,nan
XQ39498,Oregon,30909.22228,No,Premium,High School or Below,2/12/11,Employed,M,57659,Suburban,Divorced,111,24,31,0,2,Personal Auto,Personal L1,Offer1,Agent,756.37287,Four-Door Car,Medsize,nan
LY69932,,8209.59982,,Basic,High School or Below,2/11/11,Employed,M,68022,Suburban,Married,103,3,26,0,3,Personal Auto,Personal L3,Offer4,Web,494.4,Sports Car,Small,nan
FB80807,Oregon,5528.212807,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize,A
NP40205,California,7901.427389,No,Extended,Bachelor,2/3/11,Employed,M,99711,Rural,Married,98,24,24,0,7,Corporate Auto,Corporate L3,Offer2,Branch,11.549207,Four-Door Car,Small,nan
DY22043,Oregon,5499.447223,No,Basic,High School or Below,1/28/11,Employed,F,88768,Suburban,Married,68,17,77,0,7,Personal Auto,Personal L3,Offer3,Branch,326.4,,,nan
TO14996,Oregon,5633.949267,No,Basic,High School or Below,2/9/11,Employed,M,37595,Suburban,Married,70,2,22,0,9,Personal Auto,Personal L3,Offer1,Branch,501.994635,Four-Door Car,Medsize,nan
RO77709,California,8008.095994,No,Basic,High School or Below,1/26/11,Employed,M,63775,Urban,Married,100,29,3,0,3,Corporate Auto,Corporate L1,Offer2,Call Center,462.753151,SUV,Small,nan
YC11951,Oregon,7519.133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Corporate Auto,Corporate L2,Offer1,Agent,185.355353,Four-Door Car,Medsize,nan
WT10649,Oregon,6583.205691,No,Extended,Bachelor,1/9/11,Unemployed,M,0,Suburban,Single,97,22,5,0,3,Personal Auto,Personal L2,Offer1,Branch,465.6,Four-Door Car,Medsize,A
JC96695,California,9198.685111,No,Basic,Doctor,1/10/11,Employed,M,31562,Suburban,Married,115,14,6,0,3,Personal Auto,Personal L2,Offer1,Call Center,552,SUV,Medsize,nan
HZ43637,Arizona,3065.365332,No,Extended,College,2/17/11,Employed,F,22985,Suburban,Married,77,4,65,0,1,Special Auto,Special L1,Offer2,Agent,458.056054,Four-Door Car,Small,nan
AI58500,Arizona,2689.16845,No,Basic,College,2/9/11,Employed,F,26554,Suburban,Married,68,18,86,1,1,Personal Auto,Personal L2,Offer3,Web,391.687368,Two-Door Car,Small,nan
YF26585,Nevada,4758.470236,No,Basic,High School or Below,2/20/11,Employed,M,92324,Suburban,Married,119,5,46,2,1,Corporate Auto,Corporate L3,Offer1,Agent,603.110961,Sports Car,Large,A
HL14274,California,11895.18188,No,Extended,College,2/28/11,Employed,F,88218,Rural,Divorced,99,9,25,0,2,Personal Auto,Personal L3,Offer2,Web,50.32306,Two-Door Car,Large,A
BQ94892,Oregon,3230.576665,Yes,Extended,College,1/5/11,Employed,M,62873,Urban,Divorced,81,0,41,0,1,Personal Auto,Personal L2,Offer2,Call Center,207.75186,Four-Door Car,Medsize,nan
XU98055,Arizona,9546.81655,No,Extended,College,2/4/11,Medical Leave,M,15406,Suburban,Married,124,,40,,3,Personal Auto,Personal L3,Offer3,Call Center,892.8,SUV,Medsize,nan
AT89553,,5926.729379,,Extended,College,1/25/11,Retired,M,23091,Suburban,Married,96,28,90,5,5,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Medsize,A
HJ79774,Oregon,2764.802284,No,Basic,College,2/19/11,Employed,F,31591,Urban,Married,72,17,65,4,1,Corporate Auto,Corporate L1,Offer3,Branch,240.241499,Four-Door Car,Medsize,nan
DJ34695,California,21920.81339,No,Basic,High School or Below,1/27/11,Employed,M,60180,Suburban,Married,183,14,70,0,2,Corporate Auto,Corporate L3,Offer4,Branch,988.533256,,,A
LS62045,Oregon,2831.683664,No,Basic,Bachelor,1/27/11,Employed,F,70037,Suburban,Married,70,6,61,0,1,Personal Auto,Personal L3,Offer4,Web,409.985435,Four-Door Car,Large,A
VY40793,,4270.034394,,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,27,2,0,1,Personal Auto,Personal L3,Offer2,Agent,725.870693,SUV,Medsize,nan
LA29810,California,6240.903564,No,Extended,College,2/23/11,Employed,F,68332,Suburban,Married,79,23,21,3,8,Personal Auto,Personal L2,Offer2,Branch,379.2,Four-Door Car,Medsize,A
XM69101,Oregon,7601.951104,No,Extended,Bachelor,1/29/11,Employed,M,47519,Urban,Married,96,21,2,0,4,Personal Auto,Personal L1,Offer2,Branch,245.248248,Two-Door Car,Medsize,nan
DZ87709,Oregon,5592.161392,No,Basic,High School or Below,2/1/11,Employed,F,71811,Rural,Single,71,17,48,0,6,Personal Auto,Personal L1,Offer2,Call Center,29.03416,Four-Door Car,Medsize,A
VU18023,California,7780.903354,No,Basic,High School or Below,1/28/11,Unemployed,F,0,Suburban,Married,70,29,93,0,2,Personal Auto,Personal L1,Offer3,Call Center,504,Four-Door Car,Small,A
AI61368,Nevada,17651.96339,No,Extended,High School or Below,1/31/11,Medical Leave,F,22510,Suburban,Single,95,19,48,0,2,Personal Auto,Personal L3,Offer1,Web,456,Four-Door Car,Small,A
TW12556,Oregon,4428.031583,Yes,Basic,High School or Below,1/29/11,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize,A
BC51708,California,5074.841142,No,Basic,High School or Below,2/27/11,Employed,M,51659,Suburban,Married,64,19,37,0,3,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Medsize,A
GQ26671,California,2241.108638,No,Basic,High School or Below,2/6/11,Unemployed,F,0,Suburban,Single,63,5,7,0,1,Personal Auto,Personal L2,Offer2,Call Center,453.6,,,nan
YC83239,Washington,2864.093984,No,Extended,Bachelor,1/13/11,Unemployed,F,0,Suburban,Single,83,17,30,0,1,Personal Auto,Personal L2,Offer4,Web,825.29011,Two-Door Car,Medsize,A
JA12512,California,5556.282281,No,Basic,Bachelor,2/16/11,Employed,F,97424,Urban,Married,68,25,13,0,5,Personal Auto,Personal L3,Offer1,Agent,230.436256,Two-Door Car,Medsize,nan
DZ45471,Nevada,7582.113842,Yes,Basic,College,2/3/11,Employed,M,64801,Urban,Married,64,23,19,0,2,Personal Auto,Personal L1,Offer2,Web,268.471802,Four-Door Car,Medsize,A
MF23895,Arizona,2609.829612,No,Basic,College,1/13/11,Employed,F,58139,Rural,Married,65,29,77,1,1,Corporate Auto,Corporate L3,Offer4,Agent,33.171413,Four-Door Car,Medsize,A
UG12132,,5256.923177,,Basic,College,2/4/11,Employed,F,77693,Urban,Married,65,30,15,0,7,Personal Auto,Personal L1,Offer2,Call Center,225.045919,Four-Door Car,Medsize,A
HJ37943,California,13333.38849,No,Premium,Bachelor,1/22/11,Employed,F,75634,Urban,Married,110,13,52,0,2,Personal Auto,Personal L3,Offer1,Agent,432.805382,Two-Door Car,Medsize,A
GL34504,California,9095.15235,No,Premium,High School or Below,1/19/11,Employed,F,65103,Suburban,Married,115,,41,,3,Personal Auto,Personal L3,Offer2,Branch,552,Four-Door Car,Small,nan
UN69319,Arizona,8837.334639,No,Basic,Master,2/17/11,Employed,M,62277,Rural,Single,113,9,68,0,8,Corporate Auto,Corporate L3,Offer3,Call Center,249.799752,SUV,Medsize,A
VW65351,,3355.528168,,Extended,College,1/26/11,Employed,F,46644,Rural,Married,84,34,19,0,1,Personal Auto,Personal L2,Offer3,Agent,150.688024,Four-Door Car,Medsize,A
GF19726,Oregon,5866.068903,No,Basic,High School or Below,2/10/11,Employed,M,75952,Suburban,Married,73,5,17,0,3,Personal Auto,Personal L2,Offer2,Branch,350.4,Two-Door Car,Medsize,A
YV97407,California,8661.735884,No,Basic,College,1/19/11,Employed,M,85470,Suburban,Single,109,23,31,0,6,Personal Auto,Personal L2,Offer1,Agent,523.2,SUV,Medsize,nan
DZ35379,Arizona,5781.015999,No,Basic,High School or Below,1/27/11,Employed,F,69512,Urban,Married,72,3,62,0,5,Personal Auto,Personal L2,Offer2,Branch,196.977247,Two-Door Car,Medsize,A
MI16758,Nevada,12052.88693,No,Basic,High School or Below,1/13/11,Employed,F,43184,Urban,Divorced,102,6,81,0,2,Personal Auto,Personal L3,Offer1,Web,376.836888,SUV,Small,A
YM43461,Washington,14082.63918,No,Premium,College,1/19/11,Unemployed,M,0,Suburban,Single,102,17,91,0,2,Personal Auto,Personal L3,Offer1,Agent,734.4,Four-Door Car,Large,nan
RV14138,Nevada,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1,67,3,1,Personal Auto,Personal L3,Offer1,Agent,590.4,,,nan
WJ20394,Nevada,5191.047011,No,Premium,High School or Below,2/14/11,Unemployed,M,0,Suburban,Married,141,7,32,0,1,Corporate Auto,Corporate L2,Offer4,Web,676.8,SUV,Medsize,nan
BF55854,Nevada,11250.09857,No,Premium,College,1/16/11,Employed,F,29505,Suburban,Married,284,2,70,0,1,Personal Auto,Personal L3,Offer2,Call Center,1979.444237,Luxury Car,Small,A
SB99002,Oregon,8319.123035,No,Basic,Bachelor,2/1/11,Employed,F,49734,Rural,Married,69,3,41,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,154.748539,Four-Door Car,Medsize,A
PP64004,Nevada,8186.308757,No,Basic,Bachelor,1/20/11,Disabled,F,20369,Suburban,Married,105,4,38,0,3,Personal Auto,Personal L1,Offer1,Agent,1126.65778,SUV,Small,A
YG11074,Arizona,4794.931261,No,Extended,Bachelor,2/2/11,Employed,F,46143,Rural,Divorced,122,15,85,0,1,Personal Auto,Personal L2,Offer1,Call Center,223.028356,SUV,Medsize,A
UW68708,California,5009.595291,No,Basic,Bachelor,1/20/11,Unemployed,F,0,Suburban,Single,69,20,95,0,4,Personal Auto,Personal L2,Offer1,Web,496.8,Four-Door Car,Medsize,nan
JO32686,Arizona,8139.001346,No,Basic,Bachelor,2/14/11,Medical Leave,F,24992,Suburban,Married,106,24,8,0,3,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,Small,nan
TE35954,Arizona,2674.730716,Yes,Basic,College,2/15/11,Employed,M,56342,Suburban,Single,69,12,89,0,1,Personal Auto,Personal L2,Offer2,Call Center,331.2,Four-Door Car,Small,A
